Query Case,Cited Cases
0001006468.txt,"""['0001868936.txt', '0001965879.txt']"""
0000786404.txt,"""['0000117134.txt', '0000119174.txt', '0000241174.txt', '0000307021.txt', '0000312114.txt', '0000545301.txt', '0000643499.txt', '0000667950.txt', '0000882689.txt', '0000986284.txt', '0001025153.txt', '0001312126.txt', '0001312651.txt', '0001653286.txt', '0001670737.txt', '0001820883.txt', '0001911518.txt', '0001933105.txt', '0001981560.txt', '0071095988.txt']"""
0001265791.txt,"""['0000072800.txt', '0001105371.txt']"""
0001361651.txt,"""['0000616070.txt', '0000884513.txt', '0000952082.txt', '0012234920.txt']"""
0000211215.txt,"""['0000260033.txt', '0000926436.txt', '0001010762.txt', '0001164624.txt', '0001435570.txt', '0001612935.txt', '0001643138.txt']"""
0001734698.txt,"""['0000464101.txt', '0000608874.txt', '0000679175.txt', '0000729546.txt', '0000731517.txt', '0000985625.txt', '0001047179.txt', '0001166174.txt', '0001348345.txt', '0001538210.txt', '0001568725.txt', '0001590667.txt', '0001629738.txt', '0001697169.txt']"""
0000243070.txt,"""['0000407050.txt', '0000453827.txt', '0001566447.txt']"""
0001506501.txt,"""['0000082578.txt', '0000318186.txt', '0000525017.txt', '0001082653.txt', '0001750911.txt']"""
0001159364.txt,"""['0000020367.txt', '0000212098.txt', '0000334293.txt', '0000342005.txt', '0000360008.txt', '0000568069.txt', '0000611928.txt', '0000761967.txt', '0001029264.txt', '0001413381.txt', '0001430396.txt', '0001605374.txt']"""
0000694154.txt,"""['0000544869.txt', '0000609478.txt', '0000732712.txt', '0000794955.txt']"""
0001839402.txt,"""['0000553744.txt', '0000554818.txt', '0001857940.txt', '0001993685.txt']"""
0001912825.txt,"""['0000265118.txt', '0001009337.txt']"""
0000901109.txt,"""['0000035294.txt', '0000090611.txt', '0000094004.txt', '0000161143.txt', '0000423161.txt', '0000936223.txt', '0001004400.txt', '0001046862.txt', '0001163047.txt', '0001539256.txt', '0001763171.txt', '0001835935.txt']"""
0001608703.txt,"""['0000655045.txt', '0000933844.txt', '0001224706.txt']"""
0000091350.txt,"""['0000622399.txt']"""
0001836713.txt,"""['0000201041.txt', '0000370863.txt', '0000405874.txt', '0001099899.txt', '0001272938.txt', '0001648333.txt', '0001884070.txt']"""
0000065686.txt,"""['0000124778.txt', '0000511868.txt', '0000623976.txt', '0000938245.txt', '0001093095.txt', '0001186368.txt', '0001204286.txt', '0001334513.txt', '0001732530.txt', '0001867070.txt', '0001949685.txt', '0045406500.txt', '0096294865.txt', '0157601289.txt']"""
0001680975.txt,"""['0000081358.txt', '0000143379.txt', '0000229223.txt', '0000410137.txt', '0001036003.txt']"""
0000025576.txt,"""['0000151590.txt', '0000202872.txt', '0000341109.txt', '0000407156.txt', '0000465795.txt', '0000471206.txt', '0000473527.txt', '0000603736.txt', '0000608874.txt', '0000701219.txt', '0000782839.txt', '0000807290.txt', '0000853652.txt', '0000856306.txt', '0000876376.txt', '0001048929.txt', '0001300788.txt', '0001333014.txt', '0001334570.txt', '0001392344.txt', '0001466622.txt', '0001526534.txt', '0001732003.txt', '0001736869.txt', '0001743548.txt', '0001765956.txt', '0001857950.txt', '0001954356.txt', '0070882663.txt']"""
0001272669.txt,"""['0000490205.txt', '0000923270.txt', '0001037707.txt', '0001118045.txt', '0001120005.txt', '0001148062.txt', '0001558594.txt', '0001708784.txt', '0001917401.txt']"""
0000485629.txt,"""['0000135147.txt', '0000189996.txt', '0000507659.txt', '0000652470.txt', '0001210542.txt', '0001320567.txt']"""
0001492714.txt,"""['0000060947.txt', '0000124666.txt', '0000144300.txt', '0000260692.txt', '0000288990.txt', '0000317653.txt', '0000352271.txt', '0000365334.txt', '0000588869.txt', '0000612509.txt', '0000666470.txt', '0000730755.txt', '0001111857.txt', '0001203520.txt', '0001204874.txt', '0001389262.txt', '0001396287.txt', '0001430060.txt', '0001476134.txt', '0001480611.txt', '0001505286.txt', '0001697169.txt', '0001716110.txt', '0001746634.txt', '0113153112.txt']"""
0001553220.txt,"""['0000318186.txt', '0000525017.txt', '0000856413.txt', '0001778243.txt', '0001890797.txt']"""
0000647655.txt,"""['0000732701.txt', '0000783555.txt']"""
0001944204.txt,"""['0000002463.txt', '0000065796.txt', '0000089179.txt', '0000181033.txt', '0000215754.txt', '0000244446.txt', '0000352854.txt', '0000447308.txt', '0000453977.txt', '0000693176.txt', '0000728749.txt', '0000771666.txt', '0000835949.txt', '0000889223.txt', '0000907725.txt', '0001058612.txt', '0001080529.txt', '0001102217.txt', '0001172462.txt', '0001210458.txt', '0001732040.txt', '0001879835.txt', '0031180593.txt']"""
0000707752.txt,"""['0001098114.txt']"""
0050294192.txt,"""['0000078536.txt', '0000119604.txt', '0000162242.txt', '0000258680.txt', '0000400907.txt', '0000436241.txt', '0000513169.txt', '0000546415.txt', '0000568069.txt', '0000603957.txt', '0000705604.txt', '0000882909.txt', '0000894748.txt', '0000930201.txt', '0000944601.txt', '0001007347.txt', '0001173436.txt', '0001478450.txt', '0001495774.txt', '0001514049.txt', '0001519712.txt', '0001573666.txt', '0001595656.txt', '0001671493.txt', '0001857950.txt', '0093291465.txt', '0198776747.txt']"""
0000425869.txt,"""['0000178012.txt', '0000207774.txt', '0000547832.txt', '0000788958.txt', '0000892023.txt', '0001271338.txt', '0001892414.txt', '0001949246.txt', '0059659233.txt']"""
0000944188.txt,"""['0000663930.txt', '0000762574.txt', '0000780261.txt', '0001012382.txt', '0001149874.txt']"""
0000079972.txt,"""['0001148508.txt']"""
0001940545.txt,"""['0000169398.txt', '0001074949.txt', '0001214974.txt', '0001227114.txt', '0001743038.txt']"""
0001425329.txt,"""['0000127667.txt', '0000129830.txt', '0000168023.txt', '0000204111.txt', '0000294359.txt', '0000334293.txt', '0000424874.txt', '0000608874.txt', '0000758240.txt', '0001065786.txt', '0001126318.txt', '0001266379.txt', '0001932091.txt', '0001976177.txt']"""
0001208642.txt,"""['0000995696.txt', '0001969450.txt']"""
0001519516.txt,"""['0000889775.txt', '0001361495.txt']"""
0000043023.txt,"""['0000748350.txt']"""
0000307021.txt,"""['0000198117.txt', '0000212098.txt', '0000284811.txt', '0000377617.txt', '0000409943.txt', '0000554839.txt', '0000668225.txt', '0000819576.txt', '0000843614.txt', '0000891756.txt', '0001148508.txt', '0001384903.txt', '0001456106.txt', '0001496005.txt', '0001518037.txt', '0001547238.txt', '0001643138.txt', '0001766147.txt', '0001857950.txt', '0001896096.txt', '0001902038.txt', '0001959928.txt', '0001998837.txt', '0040472258.txt', '0071095988.txt']"""
0001420506.txt,"""['0000057411.txt', '0000493285.txt', '0001067896.txt', '0001093034.txt', '0001997407.txt']"""
0000089235.txt,"""['0001681131.txt', '0001832450.txt']"""
0000253561.txt,"""['0000006759.txt', '0000599322.txt']"""
0001083208.txt,"""['0000023411.txt', '0000667073.txt', '0000766899.txt', '0001353689.txt', '0001545331.txt', '0001653116.txt', '0001924452.txt', '0032790580.txt']"""
0000568069.txt,"""['0000611928.txt', '0000808713.txt', '0000865224.txt', '0001029264.txt', '0001450722.txt', '0001510323.txt', '0001514049.txt', '0001656576.txt', '0001740954.txt', '0001932635.txt', '0001959866.txt']"""
0000899432.txt,"""['0000432540.txt', '0000773062.txt']"""
0000834589.txt,"""['0000316192.txt', '0000465922.txt', '0000721271.txt', '0001070355.txt', '0001372045.txt', '0001683427.txt', '0001788368.txt', '0001857950.txt']"""
0001631044.txt,"""['0000746385.txt', '0000840166.txt', '0001766807.txt']"""
0001669727.txt,"""['0000290613.txt', '0000531981.txt', '0001032892.txt']"""
0000198387.txt,"""['0001125589.txt']"""
0001430374.txt,"""['0000557865.txt']"""
0000454259.txt,"""['0000017082.txt', '0000105203.txt', '0000167270.txt', '0000447920.txt', '0000537647.txt', '0000548410.txt', '0000557648.txt', '0001121709.txt', '0001212572.txt', '0001472979.txt', '0001739059.txt', '0001781847.txt', '0001803215.txt', '0001863497.txt']"""
0000279047.txt,"""['0000030601.txt', '0000175367.txt', '0000437929.txt', '0000490098.txt', '0001444358.txt', '0001449211.txt']"""
0000047966.txt,"""['0000745697.txt', '0000869366.txt', '0000951367.txt', '0001116196.txt', '0001129825.txt', '0001417795.txt', '0001683465.txt', '0001723266.txt', '0027098883.txt', '0185157692.txt']"""
0001655820.txt,"""['0001686005.txt']"""
0001148062.txt,"""['0000664373.txt']"""
0000065796.txt,"""['0000211118.txt', '0000871220.txt', '0001281050.txt', '0001516488.txt', '0001599714.txt', '0001723161.txt']"""
0001625415.txt,"""['0000225810.txt', '0000587260.txt', '0000831968.txt', '0001536891.txt', '0001950800.txt']"""
0001954356.txt,"""['0000266087.txt', '0000628722.txt', '0000708062.txt', '0000883432.txt', '0000887227.txt', '0001584686.txt', '0001591621.txt', '0001683427.txt', '0001833404.txt', '0001842812.txt', '0001917840.txt', '0157352718.txt']"""
0001417795.txt,"""['0000947881.txt']"""
0000958552.txt,"""['0001281050.txt', '0001489340.txt']"""
0000284968.txt,"""['0000025058.txt', '0000034813.txt', '0000780112.txt', '0000914729.txt', '0001248519.txt', '0001373432.txt']"""
0000413104.txt,"""['0001355522.txt', '0001677837.txt']"""
0000424047.txt,"""['0000027168.txt', '0000029923.txt', '0000140248.txt', '0000220952.txt', '0000226547.txt', '0000279329.txt', '0000360543.txt', '0000531538.txt', '0000555804.txt', '0000577658.txt', '0000631973.txt', '0000781199.txt', '0000943683.txt', '0000966450.txt', '0001006905.txt', '0001043192.txt', '0001173428.txt', '0001541248.txt', '0001546983.txt', '0001556280.txt', '0001627855.txt', '0001793734.txt', '0001986932.txt']"""
0000609478.txt,"""['0000005947.txt', '0000091294.txt', '0000092021.txt', '0000154763.txt', '0000229072.txt', '0000239596.txt', '0000385128.txt', '0000427288.txt', '0000559427.txt', '0000568069.txt', '0000671364.txt', '0000677208.txt', '0000698716.txt', '0000722600.txt', '0000736438.txt', '0000794955.txt', '0000832348.txt', '0000874604.txt', '0000896226.txt', '0000910013.txt', '0000967474.txt', '0001065826.txt', '0001109872.txt', '0001139018.txt', '0001161570.txt', '0001338110.txt', '0001463678.txt', '0001541621.txt', '0001558206.txt', '0001666096.txt', '0001763592.txt', '0001836139.txt', '0001840796.txt', '0001919374.txt', '0001936022.txt', '0001984598.txt']"""
0000067255.txt,"""['0000185711.txt', '0001883538.txt']"""
0001401948.txt,"""['0000715570.txt', '0000839441.txt', '0001136517.txt', '0001886356.txt']"""
0000671672.txt,"""['0001522808.txt']"""
0000151821.txt,"""['0000004772.txt', '0000246408.txt', '0000288147.txt', '0000718964.txt', '0001283903.txt', '0001469114.txt']"""
0001053542.txt,"""['0000293632.txt', '0000968805.txt', '0001018531.txt', '0001907321.txt']"""
0000234348.txt,"""['0000072774.txt']"""
0000182168.txt,"""['0000919006.txt']"""
0001224706.txt,"""['0000056258.txt', '0000937486.txt', '0001021245.txt', '0001395259.txt', '0001450722.txt']"""
0001171702.txt,"""['0000440471.txt']"""
0001127301.txt,"""['0000098090.txt', '0000128904.txt', '0000201041.txt', '0000287103.txt', '0000495896.txt', '0000787414.txt', '0000904927.txt', '0001365507.txt', '0001381516.txt', '0001556199.txt', '0001705436.txt', '0001724035.txt', '0001869233.txt']"""
0000330608.txt,"""['0001652410.txt']"""
0001087177.txt,"""['0000130103.txt', '0000850959.txt']"""
0001795267.txt,"""['0001508483.txt']"""
0000329988.txt,"""['0000212063.txt', '0000255979.txt', '0001222192.txt']"""
0001059476.txt,"""['0000179636.txt', '0000260083.txt', '0000314044.txt', '0000444921.txt', '0000459058.txt', '0000493792.txt', '0000508102.txt', '0000736105.txt', '0000747596.txt', '0000907493.txt', '0000911769.txt', '0001016548.txt', '0001193965.txt', '0001583403.txt', '0001686885.txt', '0001732339.txt', '0001813106.txt']"""
0000908527.txt,"""['0001209054.txt']"""
0001024484.txt,"""['0000592399.txt', '0000653417.txt', '0001945352.txt']"""
0000573252.txt,"]"""
0001742283.txt,"""['0000811367.txt', '0001292810.txt']"""
0000752334.txt,"""['0000158944.txt', '0000964607.txt', '0001081623.txt', '0001294936.txt']"""
0001107594.txt,"""['0000103761.txt', '0000228531.txt', '0000829198.txt', '0001313790.txt', '0001529210.txt', '0001644271.txt', '0001848890.txt']"""
0001734007.txt,"""['0000146202.txt', '0000480081.txt', '0000710165.txt', '0000754335.txt', '0000800341.txt', '0001257788.txt', '0001613396.txt', '0001730558.txt']"""
0001031996.txt,"""['0001299758.txt']"""
0001879682.txt,"""['0000023411.txt', '0000197199.txt', '0000608874.txt', '0000673012.txt', '0000685234.txt', '0000725224.txt', '0000800288.txt', '0000819726.txt', '0000940076.txt', '0001092564.txt', '0001203005.txt', '0001542171.txt', '0001664246.txt', '0001776469.txt', '0001916227.txt', '0001959405.txt', '0132125009.txt']"""
0000805846.txt,"""['0001474272.txt', '0001644199.txt', '0001846280.txt']"""
0001732740.txt,"""['0000806710.txt', '0001465665.txt']"""
0000642899.txt,"""['0000070466.txt', '0000211215.txt', '0000757046.txt', '0000863497.txt', '0001508893.txt', '0001689921.txt', '0001729096.txt', '0001774206.txt', '0001808704.txt', '0001816612.txt', '0181440373.txt']"""
0000891681.txt,"""['0001611518.txt', '0127034617.txt']"""
0001377272.txt,"""['0000051766.txt', '0000220356.txt', '0000722951.txt', '0000786165.txt', '0001101579.txt', '0001576123.txt']"""
0073864943.txt,"""['0000106471.txt', '0000264140.txt', '0000396290.txt', '0000522930.txt', '0000623299.txt', '0000677551.txt', '0000942439.txt', '0001626208.txt', '0001806633.txt', '0088875598.txt', '0156094367.txt']"""
0000421164.txt,"""['0000875670.txt', '0001217539.txt']"""
0013862901.txt,"""['0000097123.txt', '0000149321.txt', '0000197490.txt', '0000203735.txt', '0000471474.txt', '0000599701.txt', '0000634160.txt', '0000686466.txt', '0000703393.txt', '0000751632.txt', '0000833521.txt', '0000836691.txt', '0000962160.txt', '0001028021.txt', '0001130169.txt', '0001179261.txt', '0001186368.txt', '0001221418.txt', '0001241088.txt', '0001276295.txt', '0001509783.txt', '0001545831.txt', '0001627518.txt', '0001649950.txt', '0001801897.txt', '0001867070.txt', '0001964375.txt', '0001993702.txt']"""
0001782421.txt,"""['0000090817.txt', '0001917195.txt', '0040923058.txt']"""
0000630881.txt,"""['0000042326.txt', '0000078006.txt', '0000422161.txt', '0000510384.txt', '0000573863.txt', '0000643640.txt', '0000770153.txt', '0000890609.txt', '0000948604.txt', '0000967051.txt', '0001051859.txt', '0001147480.txt', '0001287305.txt', '0001508622.txt', '0001663029.txt']"""
0000002886.txt,"""['0000066438.txt', '0000087686.txt', '0000091645.txt', '0000292374.txt', '0000502366.txt', '0000515942.txt', '0000722940.txt', '0000798843.txt', '0000877318.txt', '0000936815.txt', '0001093075.txt', '0001139598.txt', '0001182074.txt', '0001192616.txt', '0001284923.txt', '0001388538.txt', '0001488491.txt', '0001633734.txt']"""
0001857401.txt,"""['0000197746.txt', '0000329988.txt', '0000660275.txt', '0001000768.txt', '0001026294.txt', '0001528551.txt']"""
0000312106.txt,"""['0000020709.txt', '0000893408.txt', '0001734464.txt']"""
0001348345.txt,"""['0000255020.txt', '0000339880.txt', '0000835996.txt', '0001119697.txt', '0001261153.txt', '0001411268.txt', '0001521769.txt', '0001996908.txt']"""
0000914491.txt,"""['0000031835.txt', '0000100820.txt', '0000426032.txt', '0000459864.txt', '0000886446.txt', '0001806816.txt', '0001940620.txt']"""
0001890858.txt,"""['0000356319.txt', '0000554974.txt', '0000877318.txt', '0001400788.txt', '0001454586.txt', '0001872604.txt']"""
0000281263.txt,"""['0000249292.txt', '0001159126.txt']"""
0000672592.txt,"""['0000483899.txt', '0000534552.txt', '0000553711.txt', '0000984911.txt', '0001544426.txt']"""
0126595064.txt,"""['0000483899.txt', '0000718318.txt', '0001213429.txt', '0001308679.txt']"""
0048110962.txt,"""['0000042334.txt', '0000126399.txt', '0000549326.txt', '0000770735.txt', '0001086225.txt', '0001209122.txt', '0001243336.txt', '0001347962.txt', '0001445805.txt', '0001556183.txt', '0001661153.txt', '0001919674.txt', '0036037856.txt', '0097130729.txt', '0105261366.txt', '0146351380.txt']"""
0000636407.txt,"""['0000244296.txt', '0000739587.txt', '0000835996.txt', '0000870563.txt', '0001348345.txt', '0001723469.txt', '0001924884.txt']"""
0001043321.txt,"""['0000153251.txt', '0000807023.txt', '0000853570.txt', '0001046645.txt', '0001344060.txt', '0001479705.txt', '0001660698.txt']"""
0001201459.txt,"""['0000014936.txt', '0000862612.txt', '0000868851.txt', '0000997428.txt', '0001129356.txt', '0001348255.txt', '0001572011.txt', '0001595685.txt', '0001611641.txt', '0001694618.txt', '0001731907.txt', '0001844737.txt', '0001916066.txt']"""
0000303241.txt,"""['0000123745.txt', '0000160132.txt', '0000651925.txt', '0001883009.txt', '0020720737.txt']"""
0001267512.txt,"""['0000784844.txt', '0000797396.txt']"""
0001827019.txt,"""['0000051438.txt', '0000135147.txt', '0000277653.txt', '0000726134.txt', '0000772259.txt', '0000798974.txt', '0000929585.txt', '0001091745.txt', '0001137290.txt', '0001154528.txt', '0001170087.txt', '0001182839.txt', '0001270363.txt', '0001419005.txt', '0001552677.txt', '0001576104.txt', '0001672247.txt', '0001703910.txt', '0001823522.txt', '0001826622.txt', '0001899003.txt']"""
0001046862.txt,"""['0000094004.txt', '0001081184.txt', '0001324005.txt']"""
0000197746.txt,"""['0000329988.txt', '0001000768.txt']"""
0000423161.txt,"""['0000014686.txt', '0000090611.txt', '0000161143.txt', '0000335364.txt', '0000489347.txt', '0000581229.txt', '0000630788.txt', '0000751523.txt', '0000844813.txt', '0000983937.txt', '0001039446.txt', '0001123594.txt', '0001184689.txt', '0001240145.txt', '0001248979.txt', '0001466133.txt', '0001476951.txt', '0001508773.txt', '0001671314.txt', '0001835935.txt']"""
0000693619.txt,"""['0000056195.txt', '0000957056.txt', '0001354508.txt', '0001746557.txt']"""
0000971550.txt,"""['0000664032.txt', '0001409676.txt']"""
0001299452.txt,"""['0000330608.txt', '0001732339.txt']"""
0001039262.txt,"""['0000680370.txt', '0001952356.txt']"""
0001508089.txt,"""['0000687159.txt', '0000798012.txt', '0001307370.txt', '0001820633.txt']"""
0000147488.txt,"""['0000081055.txt', '0000330687.txt', '0000408284.txt']"""
0001231443.txt,"""['0000497137.txt', '0000653753.txt', '0000678245.txt', '0000797174.txt', '0000813107.txt', '0001029264.txt', '0001034384.txt', '0001116403.txt', '0001291316.txt', '0001307370.txt', '0001340429.txt', '0001355522.txt', '0001430396.txt', '0001464523.txt', '0001501218.txt', '0001526534.txt', '0001562746.txt', '0001778510.txt', '0001781571.txt']"""
0000873786.txt,"""['0000399708.txt', '0000424370.txt', '0000579074.txt']"""
0001844737.txt,"""['0000814612.txt', '0001507886.txt', '0001596619.txt']"""
0000593401.txt,"""['0000012663.txt', '0000023675.txt', '0000127667.txt', '0000148933.txt', '0000258864.txt', '0000262681.txt', '0000402905.txt', '0000430310.txt', '0000430946.txt', '0000437710.txt', '0000453569.txt', '0000478730.txt', '0000503880.txt', '0000541801.txt', '0000586137.txt', '0000587965.txt', '0000764217.txt', '0000814681.txt', '0000845244.txt', '0000903306.txt', '0000963790.txt', '0000971939.txt', '0001069919.txt', '0001367601.txt', '0001425329.txt', '0001462845.txt', '0001617086.txt', '0001652100.txt', '0001660550.txt', '0001672457.txt', '0001777125.txt']"""
0001298854.txt,"""['0001878874.txt']"""
0000723828.txt,"""['0000320814.txt', '0001123704.txt', '0001309482.txt']"""
0001388203.txt,"""['0000009122.txt', '0000141148.txt', '0000307021.txt', '0000307495.txt', '0000425869.txt', '0000444871.txt', '0000545301.txt', '0001204531.txt', '0001496005.txt', '0001505859.txt', '0001585519.txt', '0001597551.txt', '0001718159.txt', '0001945016.txt']"""
0001000149.txt,"""['0000057628.txt', '0000147935.txt', '0000280936.txt', '0000590653.txt', '0000677320.txt', '0000684391.txt', '0000934411.txt', '0001180216.txt', '0001216757.txt', '0001425228.txt', '0001636268.txt', '0001676981.txt', '0001822608.txt', '0001945591.txt']"""
0000101302.txt,"""['0000155267.txt', '0000461959.txt', '0000527606.txt']"""
0001764004.txt,"""['0000508361.txt', '0000941160.txt', '0001386061.txt', '0001478450.txt', '0001590667.txt', '0001764004.txt']"""
0000325317.txt,"""['0000278979.txt', '0001136088.txt']"""
0000794130.txt,"]"""
0005523291.txt,"""['0000053127.txt', '0000064332.txt', '0000194120.txt', '0000673494.txt', '0000734531.txt', '0000792222.txt', '0001034761.txt', '0001149874.txt']"""
0187104390.txt,"""['0000594165.txt', '0000694936.txt', '0000792301.txt', '0000913087.txt', '0076589794.txt', '0112827475.txt', '0126111424.txt', '0126595064.txt']"""
0000502676.txt,"""['0000124607.txt', '0000886183.txt']"""
0000174675.txt,"""['0000354811.txt', '0000675615.txt', '0001149827.txt', '0001547238.txt', '0001961694.txt']"""
0001474368.txt,"""['0001142887.txt', '0001290730.txt', '0001350547.txt']"""
0000880032.txt,"""['0000529384.txt']"""
0001723469.txt,"""['0000088292.txt', '0000092507.txt', '0000522930.txt', '0000683735.txt', '0000746240.txt', '0000926715.txt', '0001153319.txt', '0001380678.txt', '0001419344.txt']"""
0001207302.txt,"""['0000106046.txt', '0000673450.txt', '0001598105.txt', '0001851365.txt']"""
0000405121.txt,"""['0000135147.txt', '0000528920.txt', '0001109883.txt', '0001363897.txt']"""
0000470118.txt,"""['0001734503.txt']"""
0001526467.txt,"""['0000023883.txt', '0000588726.txt', '0001070931.txt', '0001496832.txt', '0001650341.txt']"""
0000018269.txt,"""['0000794955.txt', '0001065826.txt']"""
0000249256.txt,"""['0000306987.txt', '0000663691.txt', '0001170564.txt', '0001807276.txt']"""
0000498347.txt,"""['0000967436.txt']"""
0001697217.txt,"""['0000342635.txt', '0000495540.txt', '0000573542.txt', '0000668128.txt', '0000933165.txt', '0001097694.txt', '0001211323.txt', '0001421102.txt', '0001506613.txt', '0001516172.txt', '0001773971.txt', '0001920729.txt']"""
0001012363.txt,"""['0000719839.txt', '0001631341.txt', '0188376487.txt']"""
0001115885.txt,"""['0000504006.txt', '0000726232.txt', '0000926636.txt', '0001028094.txt', '0001645758.txt']"""
0001898146.txt,"""['0001424759.txt', '0001786180.txt']"""
0001065826.txt,"""['0000035363.txt', '0000544869.txt', '0000794955.txt', '0001202878.txt', '0001484981.txt']"""
0001857940.txt,"""['0001012409.txt']"""
0000137587.txt,"""['0000010271.txt', '0000021652.txt', '0000141148.txt', '0000141841.txt', '0000235169.txt', '0000313314.txt', '0000406841.txt', '0000439549.txt', '0000452629.txt', '0000593857.txt', '0000612149.txt', '0000674898.txt', '0000952560.txt', '0000957056.txt', '0001035123.txt', '0001064706.txt', '0001093191.txt', '0001142123.txt', '0001213298.txt', '0001420504.txt', '0001487227.txt', '0001669125.txt', '0001829378.txt', '0032790580.txt']"""
0198095330.txt,"""['0000057245.txt', '0000260704.txt', '0000337342.txt', '0000812749.txt', '0000818638.txt', '0001203263.txt', '0001481209.txt', '0001491022.txt', '0001559215.txt', '0001890797.txt', '0001999892.txt']"""
0000768963.txt,"""['0000099652.txt']"""
0001298323.txt,"""['0000125801.txt', '0000485629.txt', '0000540215.txt', '0000661219.txt', '0000859960.txt', '0001406160.txt', '0001435406.txt', '0001541798.txt', '0001706390.txt', '0001776507.txt', '0001971593.txt']"""
0001572011.txt,"""['0001020411.txt']"""
0001346544.txt,"""['0001219198.txt', '0001450722.txt']"""
0000547449.txt,"""['0001229257.txt', '0001440717.txt', '0001732858.txt']"""
0000480602.txt,"""['0000113785.txt', '0000551443.txt', '0001135972.txt']"""
0000034445.txt,"""['0000211332.txt', '0000794955.txt', '0000982442.txt', '0001272620.txt', '0001540872.txt', '0001858510.txt']"""
0001649809.txt,"""['0000032908.txt', '0000496819.txt', '0000718332.txt', '0001193897.txt', '0001215028.txt', '0001301452.txt', '0001372811.txt']"""
0000906725.txt,"""['0000408637.txt']"""
0000394116.txt,"""['0000135147.txt', '0000511452.txt', '0001320567.txt', '0001385337.txt', '0001406160.txt', '0001750182.txt', '0058137430.txt', '0097332233.txt']"""
0001455092.txt,"""['0000068208.txt', '0000692509.txt', '0000712469.txt', '0001075762.txt', '0001214227.txt', '0001219536.txt', '0001234186.txt', '0001363770.txt', '0001503529.txt', '0001599374.txt', '0001728925.txt', '0001776507.txt', '0001881874.txt']"""
0001794525.txt,"""['0000470583.txt']"""
0001644913.txt,"""['0000007685.txt', '0000701027.txt', '0000997663.txt', '0001659001.txt', '0001697169.txt', '0001999566.txt']"""
0001169813.txt,"""['0000042756.txt', '0000071904.txt', '0000075783.txt', '0000816818.txt']"""
0001333573.txt,"""['0000226374.txt', '0000254377.txt', '0000667060.txt', '0000782124.txt', '0000863927.txt', '0000974296.txt', '0001015066.txt']"""
0001092479.txt,"""['0000434894.txt', '0000665039.txt', '0000713954.txt', '0001871851.txt']"""
0001768888.txt,"""['0001632366.txt']"""
0000412256.txt,"""['0001396382.txt', '0001664497.txt', '0001790726.txt']"""
0001829040.txt,"""['0000102852.txt', '0000113526.txt', '0000199143.txt', '0000359157.txt', '0000483629.txt', '0000879219.txt', '0000897981.txt', '0001246653.txt', '0001444937.txt', '0001761598.txt', '0001871744.txt', '0021266288.txt', '0181810880.txt']"""
0001047268.txt,"""['0000009256.txt', '0000333647.txt', '0000464885.txt', '0000634963.txt', '0001238641.txt', '0001333573.txt', '0001499787.txt', '0001648089.txt', '0001672668.txt', '0001886928.txt', '0001918091.txt']"""
0001879676.txt,"""['0001857950.txt']"""
0000124778.txt,"""['0000095685.txt', '0096294865.txt']"""
0001893286.txt,"""['0000541216.txt', '0001281050.txt']"""
0001827392.txt,"""['0000206885.txt', '0000208658.txt', '0000339603.txt', '0000871833.txt', '0001242488.txt', '0001409531.txt', '0001588017.txt', '0001987480.txt']"""
0001326049.txt,"""['0001113996.txt', '0001430463.txt']"""
0001272035.txt,"""['0000236885.txt', '0000685602.txt', '0001146802.txt']"""
0000786165.txt,"""['0001082133.txt']"""
0057910187.txt,"""['0000765456.txt', '0192599800.txt']"""
0001971593.txt,"""['0001455092.txt']"""
0000139594.txt,"""['0000380642.txt', '0000647655.txt', '0001244093.txt']"""
0001511395.txt,"""['0000682162.txt', '0001665633.txt']"""
0000163524.txt,"""['0000151821.txt', '0000195129.txt']"""
0001773916.txt,"""['0000525017.txt', '0001457756.txt']"""
0001204171.txt,"""['0000105132.txt', '0000714582.txt']"""
0001624779.txt,"""['0001638318.txt']"""
0001550190.txt,"""['0000125596.txt', '0000513025.txt', '0001835830.txt']"""
0001889685.txt,"""['0000172640.txt', '0000319983.txt', '0000780967.txt', '0000905079.txt', '0000909797.txt', '0000952359.txt', '0001104022.txt', '0001325588.txt', '0001814028.txt', '0001941378.txt']"""
0001108586.txt,"""['0001497372.txt', '0001647721.txt', '0001692271.txt']"""
0001479705.txt,"""['0000298089.txt', '0001046645.txt', '0001949908.txt']"""
0000631746.txt,"""['0000574042.txt', '0000976179.txt', '0001064060.txt']"""
0000264503.txt,"""['0000000599.txt', '0001207163.txt']"""
0000992616.txt,"""['0000260952.txt', '0000661219.txt', '0001200053.txt', '0001225933.txt', '0001541798.txt']"""
0001802122.txt,"""['0001234436.txt', '0001398181.txt', '0001659381.txt', '0001698212.txt', '0001989074.txt']"""
0000258225.txt,"""['0000130549.txt', '0000211578.txt', '0001070247.txt', '0001416018.txt', '0001419354.txt', '0001497372.txt', '0001515689.txt', '0001609169.txt', '0001621052.txt']"""
0000584252.txt,"""['0000792059.txt', '0001830502.txt']"""
0196344595.txt,"""['0000174675.txt', '0000198387.txt', '0000309285.txt', '0000461988.txt', '0000507731.txt', '0000584252.txt', '0000714743.txt', '0000868968.txt', '0001129467.txt', '0001141174.txt', '0001550190.txt', '0001629479.txt', '0001831274.txt', '0001865791.txt', '0024858865.txt']"""
